"id_number","id_label","hatchery","run","region","group","lon","lat","year","sex","age","N","length_mean","source"
38,"Leavenworth NFH Spring","Leavenworth NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.6748,47.5589,2014,"Male",5,8,887.142857142857,"usfws"
38,"Leavenworth NFH Spring","Leavenworth NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.6748,47.5589,2014,"Female",3,1,560,"usfws"
38,"Leavenworth NFH Spring","Leavenworth NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.6748,47.5589,2014,"Female",4,516,740.077519379845,"usfws"
38,"Leavenworth NFH Spring","Leavenworth NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.6748,47.5589,2014,"Female",5,20,836,"usfws"
38,"Leavenworth NFH Spring","Leavenworth NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.6748,47.5589,2015,"Male",3,98,522.551020408163,"usfws"
38,"Leavenworth NFH Spring","Leavenworth NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.6748,47.5589,2015,"Male",4,390,758.615384615385,"usfws"
38,"Leavenworth NFH Spring","Leavenworth NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.6748,47.5589,2015,"Male",5,22,918.181818181818,"usfws"
38,"Leavenworth NFH Spring","Leavenworth NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.6748,47.5589,2015,"Female",3,1,720,"usfws"
38,"Leavenworth NFH Spring","Leavenworth NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.6748,47.5589,2015,"Female",4,552,735.742753623188,"usfws"
38,"Leavenworth NFH Spring","Leavenworth NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.6748,47.5589,2015,"Female",5,31,848.709677419355,"usfws"
38,"Leavenworth NFH Spring","Leavenworth NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.6748,47.5589,2016,"Male",3,16,525,"usfws"
38,"Leavenworth NFH Spring","Leavenworth NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.6748,47.5589,2016,"Male",4,134,761.194029850746,"usfws"
38,"Leavenworth NFH Spring","Leavenworth NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.6748,47.5589,2016,"Male",5,24,932.083333333333,"usfws"
38,"Leavenworth NFH Spring","Leavenworth NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.6748,47.5589,2016,"Female",4,192,725.677083333333,"usfws"
38,"Leavenworth NFH Spring","Leavenworth NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.6748,47.5589,2016,"Female",5,22,832.272727272727,"usfws"
38,"Leavenworth NFH Spring","Leavenworth NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.6748,47.5589,2017,"Male",3,70,517.142857142857,"usfws"
38,"Leavenworth NFH Spring","Leavenworth NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.6748,47.5589,2017,"Male",4,131,791.450381679389,"usfws"
38,"Leavenworth NFH Spring","Leavenworth NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.6748,47.5589,2017,"Male",5,12,951.666666666667,"usfws"
38,"Leavenworth NFH Spring","Leavenworth NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.6748,47.5589,2017,"Female",4,228,741.535087719298,"usfws"
38,"Leavenworth NFH Spring","Leavenworth NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.6748,47.5589,2017,"Female",5,21,870.47619047619,"usfws"
38,"Leavenworth NFH Spring","Leavenworth NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.6748,47.5589,2018,"Male",3,29,486.206896551724,"usfws"
38,"Leavenworth NFH Spring","Leavenworth NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.6748,47.5589,2018,"Male",4,124,760.322580645161,"usfws"
38,"Leavenworth NFH Spring","Leavenworth NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.6748,47.5589,2018,"Male",5,4,932.5,"usfws"
38,"Leavenworth NFH Spring","Leavenworth NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.6748,47.5589,2018,"Female",4,197,718.426395939086,"usfws"
38,"Leavenworth NFH Spring","Leavenworth NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.6748,47.5589,2018,"Female",5,3,753.333333333333,"usfws"
38,"Leavenworth NFH Spring","Leavenworth NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.6748,47.5589,2019,"Male",3,58,509.137931034483,"usfws"
38,"Leavenworth NFH Spring","Leavenworth NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.6748,47.5589,2019,"Male",4,77,761.298701298701,"usfws"
38,"Leavenworth NFH Spring","Leavenworth NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.6748,47.5589,2019,"Male",5,5,908,"usfws"
38,"Leavenworth NFH Spring","Leavenworth NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.6748,47.5589,2019,"Female",3,1,520,"usfws"
38,"Leavenworth NFH Spring","Leavenworth NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.6748,47.5589,2019,"Female",4,167,722.814371257485,"usfws"
38,"Leavenworth NFH Spring","Leavenworth NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.6748,47.5589,2019,"Female",5,6,845,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,1995,"Male",3,1,560,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,1995,"Male",5,1,1040,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,1995,"Female",4,6,777,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,1996,"Male",3,12,521,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,1996,"Male",4,47,753,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,1996,"Male",5,6,917,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,1996,"Female",4,67,734,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,1996,"Female",5,1,900,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,1997,"Male",3,1,450,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,1997,"Male",4,76,782,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,1997,"Male",5,4,915,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,1997,"Female",4,119,747,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,1997,"Female",5,3,857,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,1998,"Male",4,9,741,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,1998,"Male",5,32,920,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,1998,"Female",4,8,730,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,1998,"Female",5,42,867,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2000,"Male",3,100,496,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2000,"Male",4,339,758,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2000,"Female",4,539,732,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2000,"Female",5,1,840,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2001,"Male",3,34,519,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2001,"Male",4,84,788,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2001,"Female",4,188,751,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2001,"Female",5,4,878,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2002,"Male",4,107,767,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2002,"Male",5,6,910,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2002,"Female",4,229,734,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2002,"Female",5,15,857,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2003,"Male",3,77,476,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2003,"Male",4,46,728,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2003,"Male",5,22,865,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2003,"Female",4,63,733,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2003,"Female",5,171,855,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2004,"Male",3,49,478,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2004,"Male",4,87,730,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2004,"Female",4,199,722,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2004,"Female",5,3,790,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2005,"Male",3,108,494,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2005,"Male",4,71,726,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2005,"Male",5,2,935,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2005,"Female",4,201,723,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2005,"Female",5,10,840,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2006,"Male",3,17,479,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2006,"Male",4,166,740,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2006,"Male",5,2,850,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2006,"Female",4,151,712,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2006,"Female",5,9,817,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2007,"Male",3,104,496,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2007,"Male",4,67,662,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2007,"Male",5,17,876,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2007,"Female",4,91,688,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2007,"Female",5,37,819,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2008,"Male",3,35,511,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2008,"Male",4,134,739,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2008,"Male",5,2,925,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2008,"Female",4,214,726,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2008,"Female",5,7,816,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2009,"Male",3,90,557,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2009,"Male",4,101,745,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2009,"Male",5,1,940,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2009,"Female",4,180,740,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2009,"Female",5,11,858,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2010,"Male",3,192,489,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2010,"Male",4,750,750,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2010,"Male",5,1,900,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2010,"Female",4,1113,735,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2010,"Female",5,3,827,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2011,"Male",3,887,492,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2011,"Male",4,369,693,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2011,"Male",5,32,901,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2011,"Female",4,494,721,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2011,"Female",5,76,851,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2012,"Male",3,261,490,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2012,"Male",4,679,694,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2012,"Male",5,14,895,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2012,"Female",4,992,702,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2012,"Female",5,21,834,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2013,"Male",3,1608,500,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2013,"Male",4,518,710,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2013,"Male",5,18,824,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2013,"Female",4,791,710,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2013,"Female",5,64,829,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2014,"Male",3,208,488,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2014,"Male",4,675,768,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2014,"Female",4,709,749,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2014,"Female",5,7,826,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2015,"Male",3,163,507,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2015,"Male",4,609,716,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2015,"Male",5,26,923,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2015,"Female",4,675,733,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2015,"Female",5,65,860,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2016,"Male",3,64,508,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2016,"Male",4,333,739,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2016,"Male",5,31,878,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2016,"Female",4,427,728,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2016,"Female",5,53,822,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2017,"Male",3,92,509,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2017,"Male",4,317,771,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2017,"Male",5,10,942,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2017,"Female",4,349,750,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2017,"Female",5,19,871,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2018,"Male",3,98,471,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2018,"Male",4,269,760,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2018,"Male",5,4,795,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2018,"Female",4,323,737,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2018,"Female",5,3,830,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2019,"Male",3,67,491,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2019,"Male",4,320,700,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2019,"Male",5,11,906,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2019,"Female",4,283,716,"usfws"
40,"Winthrop NFH Spring","Winthrop NFH","Spring","Upper Columbia","Upper Columbia Spring",-120.1881,48.4744,2019,"Female",5,11,867,"usfws"
