"id_number","id_label","hatchery","run","release","region","subregion","group","lon","lat","year","females_spawned","fecundity","source"
10,"Minter Cr Spring","Minter Cr","Spring","subyearling and yearling","Puget Sound","S. Puget Sound","Puget Sound Spring",-122.702674036513,47.3726515825363,2011,219,3132.42922374429,"wdfw"
10,"Minter Cr Spring","Minter Cr","Spring","subyearling and yearling","Puget Sound","S. Puget Sound","Puget Sound Spring",-122.702674036513,47.3726515825363,2012,72,3220.83333333333,"wdfw"
10,"Minter Cr Spring","Minter Cr","Spring","subyearling and yearling","Puget Sound","S. Puget Sound","Puget Sound Spring",-122.702674036513,47.3726515825363,2013,262,3561.37022900763,"wdfw"
10,"Minter Cr Spring","Minter Cr","Spring","subyearling and yearling","Puget Sound","S. Puget Sound","Puget Sound Spring",-122.702674036513,47.3726515825363,2014,78,3786.33333333333,"wdfw"
10,"Minter Cr Spring","Minter Cr","Spring","subyearling and yearling","Puget Sound","S. Puget Sound","Puget Sound Spring",-122.702674036513,47.3726515825363,2015,85,3485.52941176471,"wdfw"
10,"Minter Cr Spring","Minter Cr","Spring","subyearling and yearling","Puget Sound","S. Puget Sound","Puget Sound Spring",-122.702674036513,47.3726515825363,2016,172,2870.63953488372,"wdfw"
10,"Minter Cr Spring","Minter Cr","Spring","subyearling and yearling","Puget Sound","S. Puget Sound","Puget Sound Spring",-122.702674036513,47.3726515825363,2017,174,3133.79310344828,"wdfw"
10,"Minter Cr Spring","Minter Cr","Spring","subyearling and yearling","Puget Sound","S. Puget Sound","Puget Sound Spring",-122.702674036513,47.3726515825363,2019,141,3086.52482269504,"wdfw"
11,"Marblemount Summer","Marblemount","Summer","subyearling","Puget Sound","Skagit","Puget Sound Summer",-121.417867970209,48.5223287491365,1995,36,5390.75,"wdfw"
11,"Marblemount Summer","Marblemount","Summer","subyearling","Puget Sound","Skagit","Puget Sound Summer",-121.417867970209,48.5223287491365,1996,41,6059.43902439024,"wdfw"
11,"Marblemount Summer","Marblemount","Summer","subyearling","Puget Sound","Skagit","Puget Sound Summer",-121.417867970209,48.5223287491365,1997,38,6434.21052631579,"wdfw"
11,"Marblemount Summer","Marblemount","Summer","subyearling","Puget Sound","Skagit","Puget Sound Summer",-121.417867970209,48.5223287491365,1998,45,5963,"wdfw"
11,"Marblemount Summer","Marblemount","Summer","subyearling","Puget Sound","Skagit","Puget Sound Summer",-121.417867970209,48.5223287491365,1999,36,6143.83333333333,"wdfw"
11,"Marblemount Summer","Marblemount","Summer","subyearling","Puget Sound","Skagit","Puget Sound Summer",-121.417867970209,48.5223287491365,2000,43,5570.46511627907,"wdfw"
11,"Marblemount Summer","Marblemount","Summer","subyearling","Puget Sound","Skagit","Puget Sound Summer",-121.417867970209,48.5223287491365,2001,37,6163.51351351351,"wdfw"
11,"Marblemount Summer","Marblemount","Summer","subyearling","Puget Sound","Skagit","Puget Sound Summer",-121.417867970209,48.5223287491365,2002,35,6608.57142857143,"wdfw"
11,"Marblemount Summer","Marblemount","Summer","subyearling","Puget Sound","Skagit","Puget Sound Summer",-121.417867970209,48.5223287491365,2003,46,5669.5652173913,"wdfw"
11,"Marblemount Summer","Marblemount","Summer","subyearling","Puget Sound","Skagit","Puget Sound Summer",-121.417867970209,48.5223287491365,2004,36,6450,"wdfw"
11,"Marblemount Summer","Marblemount","Summer","subyearling","Puget Sound","Skagit","Puget Sound Summer",-121.417867970209,48.5223287491365,2005,40,5849.7,"wdfw"
11,"Marblemount Summer","Marblemount","Summer","subyearling","Puget Sound","Skagit","Puget Sound Summer",-121.417867970209,48.5223287491365,2006,43,6206.97674418605,"wdfw"
11,"Marblemount Summer","Marblemount","Summer","subyearling","Puget Sound","Skagit","Puget Sound Summer",-121.417867970209,48.5223287491365,2007,44,5916.36363636364,"wdfw"
11,"Marblemount Summer","Marblemount","Summer","subyearling","Puget Sound","Skagit","Puget Sound Summer",-121.417867970209,48.5223287491365,2008,41,6423.07317073171,"wdfw"
11,"Marblemount Summer","Marblemount","Summer","subyearling","Puget Sound","Skagit","Puget Sound Summer",-121.417867970209,48.5223287491365,2009,35,6902.85714285714,"wdfw"
11,"Marblemount Summer","Marblemount","Summer","subyearling","Puget Sound","Skagit","Puget Sound Summer",-121.417867970209,48.5223287491365,2010,31,6461.29032258064,"wdfw"
11,"Marblemount Summer","Marblemount","Summer","subyearling","Puget Sound","Skagit","Puget Sound Summer",-121.417867970209,48.5223287491365,2011,34,6382.35294117647,"wdfw"
11,"Marblemount Summer","Marblemount","Summer","subyearling","Puget Sound","Skagit","Puget Sound Summer",-121.417867970209,48.5223287491365,2012,38,6055.26315789474,"wdfw"
11,"Marblemount Summer","Marblemount","Summer","subyearling","Puget Sound","Skagit","Puget Sound Summer",-121.417867970209,48.5223287491365,2013,36,6277.77777777778,"wdfw"
11,"Marblemount Summer","Marblemount","Summer","subyearling","Puget Sound","Skagit","Puget Sound Summer",-121.417867970209,48.5223287491365,2014,45,5731.11111111111,"wdfw"
11,"Marblemount Summer","Marblemount","Summer","subyearling","Puget Sound","Skagit","Puget Sound Summer",-121.417867970209,48.5223287491365,2015,45,6104.31111111111,"wdfw"
11,"Marblemount Summer","Marblemount","Summer","subyearling","Puget Sound","Skagit","Puget Sound Summer",-121.417867970209,48.5223287491365,2016,40,5600,"wdfw"
11,"Marblemount Summer","Marblemount","Summer","subyearling","Puget Sound","Skagit","Puget Sound Summer",-121.417867970209,48.5223287491365,2017,41,5695.36585365854,"wdfw"
11,"Marblemount Summer","Marblemount","Summer","subyearling","Puget Sound","Skagit","Puget Sound Summer",-121.417867970209,48.5223287491365,2018,44,5425.75,"wdfw"
11,"Marblemount Summer","Marblemount","Summer","subyearling","Puget Sound","Skagit","Puget Sound Summer",-121.417867970209,48.5223287491365,2019,43,5855.81395348837,"wdfw"
12,"Wallace R Summer","Wallace R","Summer","subyearling and yearling","Puget Sound","N. Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,1995,337,4243.3234421365,"wdfw"
12,"Wallace R Summer","Wallace R","Summer","subyearling and yearling","Puget Sound","N. Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,1996,417,4592.32613908873,"wdfw"
12,"Wallace R Summer","Wallace R","Summer","subyearling and yearling","Puget Sound","N. Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,1997,396,4280.30303030303,"wdfw"
12,"Wallace R Summer","Wallace R","Summer","subyearling and yearling","Puget Sound","N. Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,1998,319,3963.94984326019,"wdfw"
12,"Wallace R Summer","Wallace R","Summer","subyearling and yearling","Puget Sound","N. Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,1999,403,4181.14143920596,"wdfw"
12,"Wallace R Summer","Wallace R","Summer","subyearling and yearling","Puget Sound","N. Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2001,329,4316.1094224924,"wdfw"
12,"Wallace R Summer","Wallace R","Summer","subyearling and yearling","Puget Sound","N. Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2002,475,4450.52631578947,"wdfw"
12,"Wallace R Summer","Wallace R","Summer","subyearling and yearling","Puget Sound","N. Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2003,732,4923.90710382514,"wdfw"
12,"Wallace R Summer","Wallace R","Summer","subyearling and yearling","Puget Sound","N. Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2004,948,3945.14767932489,"wdfw"
12,"Wallace R Summer","Wallace R","Summer","subyearling and yearling","Puget Sound","N. Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2005,610,4422.13114754098,"wdfw"
12,"Wallace R Summer","Wallace R","Summer","subyearling and yearling","Puget Sound","N. Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2006,914,4493.21663019694,"wdfw"
12,"Wallace R Summer","Wallace R","Summer","subyearling and yearling","Puget Sound","N. Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2007,971,4132.57569515963,"wdfw"
12,"Wallace R Summer","Wallace R","Summer","subyearling and yearling","Puget Sound","N. Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2008,1084,3936.11531365314,"wdfw"
12,"Wallace R Summer","Wallace R","Summer","subyearling and yearling","Puget Sound","N. Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2009,555,5002.25405405405,"wdfw"
12,"Wallace R Summer","Wallace R","Summer","subyearling and yearling","Puget Sound","N. Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2010,919,4592.60065288357,"wdfw"
12,"Wallace R Summer","Wallace R","Summer","subyearling and yearling","Puget Sound","N. Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2011,563,4174.69094138544,"wdfw"
12,"Wallace R Summer","Wallace R","Summer","subyearling and yearling","Puget Sound","N. Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2012,965,4915.33989637306,"wdfw"
12,"Wallace R Summer","Wallace R","Summer","subyearling and yearling","Puget Sound","N. Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2013,1138,4431.24692442882,"wdfw"
12,"Wallace R Summer","Wallace R","Summer","subyearling and yearling","Puget Sound","N. Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2014,1155,4426.60952380952,"wdfw"
12,"Wallace R Summer","Wallace R","Summer","subyearling and yearling","Puget Sound","N. Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2015,676,4688.92603550296,"wdfw"
12,"Wallace R Summer","Wallace R","Summer","subyearling and yearling","Puget Sound","N. Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2016,1067,4253.31021555764,"wdfw"
12,"Wallace R Summer","Wallace R","Summer","subyearling and yearling","Puget Sound","N. Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2017,1172,4188.62116040956,"wdfw"
12,"Wallace R Summer","Wallace R","Summer","subyearling and yearling","Puget Sound","N. Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2018,1134,3931.42151675485,"wdfw"
12,"Wallace R Summer","Wallace R","Summer","subyearling and yearling","Puget Sound","N. Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2019,1220,4165.44344262295,"wdfw"
13,"Garrison Fall","Garrison","Fall","subyearling and yearling","Puget Sound","S. Puget Sound","Puget Sound Fall",-122.573161899096,47.1811280943899,1996,400,3823.25,"wdfw"
13,"Garrison Fall","Garrison","Fall","subyearling and yearling","Puget Sound","S. Puget Sound","Puget Sound Fall",-122.573161899096,47.1811280943899,1998,603,4203.66500829187,"wdfw"
13,"Garrison Fall","Garrison","Fall","subyearling and yearling","Puget Sound","S. Puget Sound","Puget Sound Fall",-122.573161899096,47.1811280943899,1999,278,4553.95683453237,"wdfw"
13,"Garrison Fall","Garrison","Fall","subyearling and yearling","Puget Sound","S. Puget Sound","Puget Sound Fall",-122.573161899096,47.1811280943899,2000,123,4256.91056910569,"wdfw"
13,"Garrison Fall","Garrison","Fall","subyearling and yearling","Puget Sound","S. Puget Sound","Puget Sound Fall",-122.573161899096,47.1811280943899,2001,162,3961.11111111111,"wdfw"
13,"Garrison Fall","Garrison","Fall","subyearling and yearling","Puget Sound","S. Puget Sound","Puget Sound Fall",-122.573161899096,47.1811280943899,2002,235,3846.70212765957,"wdfw"
13,"Garrison Fall","Garrison","Fall","subyearling and yearling","Puget Sound","S. Puget Sound","Puget Sound Fall",-122.573161899096,47.1811280943899,2003,316,3987.3417721519,"wdfw"
13,"Garrison Fall","Garrison","Fall","subyearling and yearling","Puget Sound","S. Puget Sound","Puget Sound Fall",-122.573161899096,47.1811280943899,2004,102,3220.58823529412,"wdfw"
13,"Garrison Fall","Garrison","Fall","subyearling and yearling","Puget Sound","S. Puget Sound","Puget Sound Fall",-122.573161899096,47.1811280943899,2005,169,3818.9349112426,"wdfw"
13,"Garrison Fall","Garrison","Fall","subyearling and yearling","Puget Sound","S. Puget Sound","Puget Sound Fall",-122.573161899096,47.1811280943899,2006,295,4264.40677966102,"wdfw"
13,"Garrison Fall","Garrison","Fall","subyearling and yearling","Puget Sound","S. Puget Sound","Puget Sound Fall",-122.573161899096,47.1811280943899,2007,42,3714.28571428571,"wdfw"
13,"Garrison Fall","Garrison","Fall","subyearling and yearling","Puget Sound","S. Puget Sound","Puget Sound Fall",-122.573161899096,47.1811280943899,2008,42,4380.95238095238,"wdfw"
13,"Garrison Fall","Garrison","Fall","subyearling and yearling","Puget Sound","S. Puget Sound","Puget Sound Fall",-122.573161899096,47.1811280943899,2009,9,4755.55555555556,"wdfw"
13,"Garrison Fall","Garrison","Fall","subyearling and yearling","Puget Sound","S. Puget Sound","Puget Sound Fall",-122.573161899096,47.1811280943899,2010,48,4392.58333333333,"wdfw"
13,"Garrison Fall","Garrison","Fall","subyearling and yearling","Puget Sound","S. Puget Sound","Puget Sound Fall",-122.573161899096,47.1811280943899,2011,20,4642.9,"wdfw"
13,"Garrison Fall","Garrison","Fall","subyearling and yearling","Puget Sound","S. Puget Sound","Puget Sound Fall",-122.573161899096,47.1811280943899,2012,18,4205.83333333333,"wdfw"
13,"Garrison Fall","Garrison","Fall","subyearling and yearling","Puget Sound","S. Puget Sound","Puget Sound Fall",-122.573161899096,47.1811280943899,2013,10,3736.6,"wdfw"
13,"Garrison Fall","Garrison","Fall","subyearling and yearling","Puget Sound","S. Puget Sound","Puget Sound Fall",-122.573161899096,47.1811280943899,2014,67,3671.64179104478,"wdfw"
13,"Garrison Fall","Garrison","Fall","subyearling and yearling","Puget Sound","S. Puget Sound","Puget Sound Fall",-122.573161899096,47.1811280943899,2016,18,2125.5,"wdfw"
13,"Garrison Fall","Garrison","Fall","subyearling and yearling","Puget Sound","S. Puget Sound","Puget Sound Fall",-122.573161899096,47.1811280943899,2017,8,3249.375,"wdfw"
14,"George Adams Fall","George Adams","Fall","subyearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.181895173798,47.3013385648124,1995,1599,4265.79111944966,"wdfw"
14,"George Adams Fall","George Adams","Fall","subyearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.181895173798,47.3013385648124,1996,1347,3921.00965107647,"wdfw"
14,"George Adams Fall","George Adams","Fall","subyearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.181895173798,47.3013385648124,1997,762,3692.91338582677,"wdfw"
14,"George Adams Fall","George Adams","Fall","subyearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.181895173798,47.3013385648124,1998,863,3478.56315179606,"wdfw"
14,"George Adams Fall","George Adams","Fall","subyearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.181895173798,47.3013385648124,1999,1144,3933.56643356643,"wdfw"
14,"George Adams Fall","George Adams","Fall","subyearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.181895173798,47.3013385648124,2000,980,4438.67346938776,"wdfw"
14,"George Adams Fall","George Adams","Fall","subyearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.181895173798,47.3013385648124,2001,1310,4326.79389312977,"wdfw"
14,"George Adams Fall","George Adams","Fall","subyearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.181895173798,47.3013385648124,2002,951,4867.50788643533,"wdfw"
14,"George Adams Fall","George Adams","Fall","subyearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.181895173798,47.3013385648124,2003,969,4730.44375644995,"wdfw"
14,"George Adams Fall","George Adams","Fall","subyearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.181895173798,47.3013385648124,2004,980,4708.97959183673,"wdfw"
14,"George Adams Fall","George Adams","Fall","subyearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.181895173798,47.3013385648124,2005,1169,3919.33276304534,"wdfw"
14,"George Adams Fall","George Adams","Fall","subyearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.181895173798,47.3013385648124,2006,1057,4419.48912015137,"wdfw"
14,"George Adams Fall","George Adams","Fall","subyearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.181895173798,47.3013385648124,2007,931,4875.18796992481,"wdfw"
14,"George Adams Fall","George Adams","Fall","subyearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.181895173798,47.3013385648124,2008,1495,4651.81672240803,"wdfw"
14,"George Adams Fall","George Adams","Fall","subyearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.181895173798,47.3013385648124,2009,983,4993.98982706002,"wdfw"
14,"George Adams Fall","George Adams","Fall","subyearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.181895173798,47.3013385648124,2010,1292,4943.22832817337,"wdfw"
14,"George Adams Fall","George Adams","Fall","subyearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.181895173798,47.3013385648124,2011,1366,4995.95168374817,"wdfw"
14,"George Adams Fall","George Adams","Fall","subyearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.181895173798,47.3013385648124,2012,1010,4714.45841584158,"wdfw"
14,"George Adams Fall","George Adams","Fall","subyearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.181895173798,47.3013385648124,2013,940,4798.97446808511,"wdfw"
14,"George Adams Fall","George Adams","Fall","subyearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.181895173798,47.3013385648124,2014,983,4200.09562563581,"wdfw"
14,"George Adams Fall","George Adams","Fall","subyearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.181895173798,47.3013385648124,2015,1134,3956.27865961199,"wdfw"
14,"George Adams Fall","George Adams","Fall","subyearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.181895173798,47.3013385648124,2016,1734,3729.7877739331,"wdfw"
14,"George Adams Fall","George Adams","Fall","subyearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.181895173798,47.3013385648124,2017,1261,3959.0618556701,"wdfw"
14,"George Adams Fall","George Adams","Fall","subyearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.181895173798,47.3013385648124,2018,1922,3735.72580645161,"wdfw"
14,"George Adams Fall","George Adams","Fall","subyearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.181895173798,47.3013385648124,2019,1885,4994.28965517241,"wdfw"
15,"Glenwood Springs Fall","Glenwood Springs","Fall","subyearling and yearling","Puget Sound","N. Washington","Puget Sound Fall",-122.882219202455,48.6821868549679,2000,60,2166.66666666667,"wdfw"
15,"Glenwood Springs Fall","Glenwood Springs","Fall","subyearling and yearling","Puget Sound","N. Washington","Puget Sound Fall",-122.882219202455,48.6821868549679,2001,259,6227.02702702703,"wdfw"
15,"Glenwood Springs Fall","Glenwood Springs","Fall","subyearling and yearling","Puget Sound","N. Washington","Puget Sound Fall",-122.882219202455,48.6821868549679,2002,254,3078.98031496063,"wdfw"
15,"Glenwood Springs Fall","Glenwood Springs","Fall","subyearling and yearling","Puget Sound","N. Washington","Puget Sound Fall",-122.882219202455,48.6821868549679,2003,85,4287.05882352941,"wdfw"
15,"Glenwood Springs Fall","Glenwood Springs","Fall","subyearling and yearling","Puget Sound","N. Washington","Puget Sound Fall",-122.882219202455,48.6821868549679,2005,12,1416.66666666667,"wdfw"
15,"Glenwood Springs Fall","Glenwood Springs","Fall","subyearling and yearling","Puget Sound","N. Washington","Puget Sound Fall",-122.882219202455,48.6821868549679,2006,6,3083.33333333333,"wdfw"
15,"Glenwood Springs Fall","Glenwood Springs","Fall","subyearling and yearling","Puget Sound","N. Washington","Puget Sound Fall",-122.882219202455,48.6821868549679,2010,154,4465.90909090909,"wdfw"
15,"Glenwood Springs Fall","Glenwood Springs","Fall","subyearling and yearling","Puget Sound","N. Washington","Puget Sound Fall",-122.882219202455,48.6821868549679,2011,184,3538.04347826087,"wdfw"
15,"Glenwood Springs Fall","Glenwood Springs","Fall","subyearling and yearling","Puget Sound","N. Washington","Puget Sound Fall",-122.882219202455,48.6821868549679,2012,227,3874.44933920705,"wdfw"
15,"Glenwood Springs Fall","Glenwood Springs","Fall","subyearling and yearling","Puget Sound","N. Washington","Puget Sound Fall",-122.882219202455,48.6821868549679,2013,190,4347.36842105263,"wdfw"
15,"Glenwood Springs Fall","Glenwood Springs","Fall","subyearling and yearling","Puget Sound","N. Washington","Puget Sound Fall",-122.882219202455,48.6821868549679,2014,155,3759.67741935484,"wdfw"
15,"Glenwood Springs Fall","Glenwood Springs","Fall","subyearling and yearling","Puget Sound","N. Washington","Puget Sound Fall",-122.882219202455,48.6821868549679,2015,255,3356.86274509804,"wdfw"
15,"Glenwood Springs Fall","Glenwood Springs","Fall","subyearling and yearling","Puget Sound","N. Washington","Puget Sound Fall",-122.882219202455,48.6821868549679,2016,255,3699.01960784314,"wdfw"
15,"Glenwood Springs Fall","Glenwood Springs","Fall","subyearling and yearling","Puget Sound","N. Washington","Puget Sound Fall",-122.882219202455,48.6821868549679,2017,195,3589.74358974359,"wdfw"
16,"Hoodsport Fall","Hoodsport","Fall","subyearling and yearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.139934894713,47.4070340198016,1996,1271,4269.55153422502,"wdfw"
16,"Hoodsport Fall","Hoodsport","Fall","subyearling and yearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.139934894713,47.4070340198016,1997,1994,4159.37813440321,"wdfw"
16,"Hoodsport Fall","Hoodsport","Fall","subyearling and yearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.139934894713,47.4070340198016,1998,1595,4176.4263322884,"wdfw"
16,"Hoodsport Fall","Hoodsport","Fall","subyearling and yearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.139934894713,47.4070340198016,1999,860,3862.79069767442,"wdfw"
16,"Hoodsport Fall","Hoodsport","Fall","subyearling and yearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.139934894713,47.4070340198016,2000,861,4634.14634146341,"wdfw"
16,"Hoodsport Fall","Hoodsport","Fall","subyearling and yearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.139934894713,47.4070340198016,2001,511,4507.14285714286,"wdfw"
16,"Hoodsport Fall","Hoodsport","Fall","subyearling and yearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.139934894713,47.4070340198016,2002,720,5051.95138888889,"wdfw"
16,"Hoodsport Fall","Hoodsport","Fall","subyearling and yearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.139934894713,47.4070340198016,2003,769,4535.64759427828,"wdfw"
16,"Hoodsport Fall","Hoodsport","Fall","subyearling and yearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.139934894713,47.4070340198016,2004,670,4890.61044776119,"wdfw"
16,"Hoodsport Fall","Hoodsport","Fall","subyearling and yearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.139934894713,47.4070340198016,2005,765,4107.99869281046,"wdfw"
16,"Hoodsport Fall","Hoodsport","Fall","subyearling and yearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.139934894713,47.4070340198016,2006,665,4791.62857142857,"wdfw"
16,"Hoodsport Fall","Hoodsport","Fall","subyearling and yearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.139934894713,47.4070340198016,2007,798,4011.38095238095,"wdfw"
16,"Hoodsport Fall","Hoodsport","Fall","subyearling and yearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.139934894713,47.4070340198016,2008,284,4667.52464788732,"wdfw"
16,"Hoodsport Fall","Hoodsport","Fall","subyearling and yearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.139934894713,47.4070340198016,2009,680,4554.92941176471,"wdfw"
16,"Hoodsport Fall","Hoodsport","Fall","subyearling and yearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.139934894713,47.4070340198016,2010,323,4904.34055727554,"wdfw"
16,"Hoodsport Fall","Hoodsport","Fall","subyearling and yearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.139934894713,47.4070340198016,2011,173,4466.05202312139,"wdfw"
16,"Hoodsport Fall","Hoodsport","Fall","subyearling and yearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.139934894713,47.4070340198016,2012,680,4794.21176470588,"wdfw"
16,"Hoodsport Fall","Hoodsport","Fall","subyearling and yearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.139934894713,47.4070340198016,2013,706,4698.79745042493,"wdfw"
16,"Hoodsport Fall","Hoodsport","Fall","subyearling and yearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.139934894713,47.4070340198016,2014,890,4134.16179775281,"wdfw"
16,"Hoodsport Fall","Hoodsport","Fall","subyearling and yearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.139934894713,47.4070340198016,2015,608,3716.69407894737,"wdfw"
16,"Hoodsport Fall","Hoodsport","Fall","subyearling and yearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.139934894713,47.4070340198016,2016,725,3780.18482758621,"wdfw"
16,"Hoodsport Fall","Hoodsport","Fall","subyearling and yearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.139934894713,47.4070340198016,2017,947,3645.75818373812,"wdfw"
16,"Hoodsport Fall","Hoodsport","Fall","subyearling and yearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.139934894713,47.4070340198016,2018,628,3754.08598726115,"wdfw"
16,"Hoodsport Fall","Hoodsport","Fall","subyearling and yearling","Puget Sound","Hood Canal","Puget Sound Fall",-123.139934894713,47.4070340198016,2019,90,4139.13333333333,"wdfw"
17,"Issaquah Fall","Issaquah","Fall","subyearling","Puget Sound","Mid Puget Sound","Puget Sound Fall",-122.038608001114,47.5295999999981,1995,677,4493.0576070901,"wdfw"
17,"Issaquah Fall","Issaquah","Fall","subyearling","Puget Sound","Mid Puget Sound","Puget Sound Fall",-122.038608001114,47.5295999999981,1996,330,3757.57575757576,"wdfw"
17,"Issaquah Fall","Issaquah","Fall","subyearling","Puget Sound","Mid Puget Sound","Puget Sound Fall",-122.038608001114,47.5295999999981,1997,645,4386.04651162791,"wdfw"
17,"Issaquah Fall","Issaquah","Fall","subyearling","Puget Sound","Mid Puget Sound","Puget Sound Fall",-122.038608001114,47.5295999999981,1998,577,5015.5979202773,"wdfw"
17,"Issaquah Fall","Issaquah","Fall","subyearling","Puget Sound","Mid Puget Sound","Puget Sound Fall",-122.038608001114,47.5295999999981,1999,544,4401.65441176471,"wdfw"
17,"Issaquah Fall","Issaquah","Fall","subyearling","Puget Sound","Mid Puget Sound","Puget Sound Fall",-122.038608001114,47.5295999999981,2000,559,4389.98211091234,"wdfw"
17,"Issaquah Fall","Issaquah","Fall","subyearling","Puget Sound","Mid Puget Sound","Puget Sound Fall",-122.038608001114,47.5295999999981,2001,579,4777.20207253886,"wdfw"
17,"Issaquah Fall","Issaquah","Fall","subyearling","Puget Sound","Mid Puget Sound","Puget Sound Fall",-122.038608001114,47.5295999999981,2002,506,5154.15019762846,"wdfw"
17,"Issaquah Fall","Issaquah","Fall","subyearling","Puget Sound","Mid Puget Sound","Puget Sound Fall",-122.038608001114,47.5295999999981,2003,528,4696.9696969697,"wdfw"
17,"Issaquah Fall","Issaquah","Fall","subyearling","Puget Sound","Mid Puget Sound","Puget Sound Fall",-122.038608001114,47.5295999999981,2004,541,5316.08133086876,"wdfw"
17,"Issaquah Fall","Issaquah","Fall","subyearling","Puget Sound","Mid Puget Sound","Puget Sound Fall",-122.038608001114,47.5295999999981,2005,658,4188.44984802432,"wdfw"
17,"Issaquah Fall","Issaquah","Fall","subyearling","Puget Sound","Mid Puget Sound","Puget Sound Fall",-122.038608001114,47.5295999999981,2006,553,4633.36347197107,"wdfw"
17,"Issaquah Fall","Issaquah","Fall","subyearling","Puget Sound","Mid Puget Sound","Puget Sound Fall",-122.038608001114,47.5295999999981,2007,544,4485.29411764706,"wdfw"
17,"Issaquah Fall","Issaquah","Fall","subyearling","Puget Sound","Mid Puget Sound","Puget Sound Fall",-122.038608001114,47.5295999999981,2008,509,4667.97642436149,"wdfw"
